,hat1,hat2,hat3,hat4,hat1bsl_malz,hat1ml_akÄ±m,hat1kd_Ã§sÄ±cak,hat1ex_akÄ±m,hat1ex_Ã§sÄ±cak,hat1ex_rsÄ±cak,hat1ex_hidbas,hat1pr_akÄ±m,hat2bsl_malz,hat2ml_akÄ±m,hat2kd_Ã§sÄ±cak,hat2ex_akÄ±m,hat2ex_Ã§sÄ±cak,hat2ex_rsÄ±cak,hat2ex_hidbas,hat2pr_akÄ±m,hat3bsl_malz,hat3ml_akÄ±m,hat3kd_Ã§sÄ±cak,hat3ex_akÄ±m,hat3ex_Ã§sÄ±cak,hat3ex_rsÄ±cak,hat3ex_hidbas,hat3pr_akÄ±m,hat4bsl_malz,hat4ml_akÄ±m,hat4kd_Ã§sÄ±cak,hat4ex_akÄ±m,hat4ex_Ã§sÄ±cak,hat4ex_rsÄ±cak,hat4ex_hidbas,hat4pr_akÄ±m
2022-01-04 13:49:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,26.04,69.48,20.12,654.5,49.64,123.49,46.54,174.97,19.8,45.34,26.53,754.02,72.37,201.6,32.55,448.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.47,62.33,15.05,556.2,29.43,71.24,53.68,686.62
2022-01-04 13:50:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,29.57,47.19,51.08,574.82,67.76,120.4,52.46,754.7,20.47,55.42,23.67,543.9,73.99,162.11,55.06,560.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.06,37.67,31.94,363.04,78.26,76.99,5.24,499.57
2022-01-04 13:51:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,31.63,37.89,45.19,354.47,39.54,134.96,54.32,487.33,37.54,37.72,9.45,810.2,64.48,123.74,38.26,617.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.84,37.29,22.6,893.65,92.45,187.63,52.33,426.81
2022-01-04 13:52:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,34.95,67.66,46.91,707.53,24.44,53.97,12.66,300.16,36.72,32.27,9.14,329.47,61.9,126.56,12.27,94.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.29,49.69,30.18,894.96,69.63,163.7,37.03,270.59
2022-01-04 13:53:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,16.51,55.27,32.55,593.67,96.41,50.57,13.4,115.09,23.72,32.33,54.98,794.7,104.3,133.86,15.87,108.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.43,35.6,22.62,340.66,48.12,134.27,51.96,712.19
2022-01-04 13:54:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,16.82,35.49,50.89,317.53,57.49,129.22,37.42,750.51,25.8,43.01,16.79,606.65,60.85,135.51,57.79,900.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.53,55.91,51.24,471.93,43.67,73.22,37.24,573.5
2022-01-04 13:55:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,12.07,69.51,46.04,909.65,94.37,152.24,40.64,512.22,22.47,34.21,28.89,126.43,112.18,97.47,69.19,652.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.18,66.13,50.34,569.9,68.58,138.52,63.6,241.62
2022-01-04 13:56:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,18.64,33.78,43.81,784.86,62.58,52.24,66.61,200.73,19.18,66.35,10.16,249.65,70.73,150.3,76.37,98.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.64,48.25,51.63,299.74,90.26,121.68,11.14,446.24
2022-01-04 13:57:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,29.85,21.13,50.0,354.67,80.67,175.19,49.28,329.16,22.12,45.45,36.97,582.28,103.7,170.94,72.45,258.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.42,14.44,12.26,157.44,64.78,179.4,9.83,130.26
2022-01-04 13:58:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,31.64,57.52,22.93,610.51,29.53,165.31,18.07,132.91,31.73,64.89,12.76,296.3,103.86,112.02,11.81,406.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.88,51.52,34.59,454.83,18.93,25.2,35.77,124.08
2022-01-04 13:59:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,27.32,49.4,24.9,685.07,61.62,152.48,60.72,491.71,19.18,37.28,24.43,816.99,114.43,194.01,36.03,417.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.72,63.15,57.4,404.74,60.64,29.97,49.93,48.09
2022-01-04 14:00:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,26.74,43.23,26.47,410.61,20.03,123.67,46.81,120.83,19.83,77.97,49.44,290.49,75.92,90.36,51.69,894.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,39.08,51.7,421.01,93.55,81.34,61.22,384.25
2022-01-04 14:01:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,33.82,72.48,52.57,327.62,30.06,197.96,49.33,298.91,29.18,44.78,53.28,334.34,111.45,139.3,74.46,245.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,19.58,52.46,714.19,56.47,128.74,48.75,651.08
2022-01-04 14:02:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,17.89,22.34,50.09,940.08,69.62,95.37,21.67,701.98,20.9,16.63,32.65,869.04,88.24,92.37,33.07,268.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.68,60.71,18.56,612.2,45.56,80.65,30.18,269.35
2022-01-04 14:03:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,24.93,23.64,40.85,777.33,94.98,93.94,68.1,453.3,32.86,72.27,37.78,939.07,57.82,214.5,41.51,212.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.81,39.53,60.07,211.03,99.23,155.8,19.27,715.88
2022-01-04 14:04:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,12.12,69.13,49.97,716.49,66.85,188.82,48.07,98.39,36.16,75.71,19.69,936.23,94.28,199.99,55.56,602.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.48,48.51,45.38,153.41,65.13,110.45,55.99,586.72
2022-01-04 14:05:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,22.09,69.23,34.45,848.5,67.21,127.93,50.4,114.8,25.45,77.65,22.81,660.22,98.8,195.57,68.92,416.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.01,10.25,54.05,597.12,80.23,116.41,46.11,126.88
2022-01-04 14:06:00,20 A,0,0,Kuzu BÃ¼yÃ¼tme,14.12,39.21,35.12,748.86,63.47,80.23,20.57,753.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.06,16.89,21.11,262.39,14.6,138.16,20.08,297.63
2022-01-04 14:07:00,20 A,0,0,Kuzu BÃ¼yÃ¼tme,27.8,45.65,52.42,402.64,35.91,83.1,31.53,762.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.97,52.09,32.93,762.72,17.82,94.59,53.2,810.16
2022-01-04 14:08:00,20 A,0,0,Kuzu BÃ¼yÃ¼tme,17.17,23.23,42.1,761.77,71.97,83.92,55.33,700.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.58,31.99,25.99,511.19,64.52,142.99,42.33,332.14
2022-01-04 14:09:00,20 A,0,0,Kuzu BÃ¼yÃ¼tme,17.77,22.6,30.27,476.78,104.21,60.91,53.87,375.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.58,22.12,33.96,510.39,58.04,96.74,45.77,473.55
2022-01-04 14:10:00,20 A,0,0,Kuzu BÃ¼yÃ¼tme,13.36,57.04,27.48,601.34,96.03,143.82,40.79,341.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72,46.18,18.63,293.33,85.78,90.74,59.71,238.03
2022-01-04 14:11:00,20 A,0,0,Kuzu BÃ¼yÃ¼tme,12.3,59.35,21.66,513.93,107.47,120.08,56.28,755.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.87,74.42,46.1,578.16,65.02,41.66,33.48,397.47
2022-01-04 14:12:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,24.85,48.25,30.73,578.25,71.0,123.45,22.24,422.74,36.0,51.56,13.72,1117.77,65.95,108.27,49.1,144.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,40.6,53.25,855.52,90.52,63.49,10.42,60.23
2022-01-04 14:13:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,23.09,35.48,56.64,808.82,94.26,168.67,52.51,320.19,21.16,50.96,53.03,544.13,54.2,119.73,31.22,895.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9,61.91,47.2,694.19,21.54,67.03,48.04,70.62
2022-01-04 14:14:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,17.67,56.36,53.18,818.52,104.67,102.76,48.5,316.44,30.87,55.95,47.19,1122.61,59.75,149.64,31.48,797.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53,44.0,26.71,301.69,31.97,163.67,34.99,416.83
2022-01-04 14:15:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,11.21,21.56,51.97,496.43,81.32,57.52,57.55,467.73,15.36,75.09,27.27,276.51,83.86,181.51,29.55,307.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.46,56.56,14.54,450.17,77.53,93.87,49.61,407.75
2022-01-04 14:16:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,17.75,59.94,39.28,454.85,61.52,155.11,53.95,676.46,29.54,42.02,6.28,841.82,85.91,90.2,28.42,549.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.31,18.86,22.78,427.63,61.47,61.47,62.74,122.39
2022-01-04 14:17:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,14.63,24.45,53.05,619.83,106.18,192.12,57.4,350.12,36.51,33.51,30.4,479.59,115.87,121.63,78.23,726.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.33,35.21,49.81,874.95,40.41,69.8,20.76,358.12
2022-01-04 14:18:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,19.32,33.48,60.68,327.56,101.83,141.17,17.1,608.93,30.26,19.55,8.46,1023.87,118.94,170.67,68.49,210.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75,49.24,10.63,445.05,40.56,99.65,28.77,345.7
2022-01-04 14:19:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,13.92,52.42,28.02,366.54,42.29,83.4,60.44,402.0,29.09,29.2,28.7,194.35,84.6,195.34,34.91,513.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48,42.27,36.23,664.47,58.66,182.36,67.63,368.36
2022-01-04 14:20:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,28.99,55.48,25.9,539.08,20.98,123.94,67.84,235.83,16.09,57.72,26.61,1183.76,66.77,194.34,73.17,498.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.05,40.32,28.18,221.87,17.81,73.3,59.63,479.2
2022-01-04 14:21:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,16.8,41.34,21.97,920.63,96.12,131.81,47.5,488.24,30.79,23.01,44.5,596.81,61.08,112.91,72.19,521.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.52,25.13,14.16,578.0,27.85,33.42,57.45,335.18
2022-01-04 14:22:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,31.51,30.03,45.25,964.49,49.36,131.0,32.59,332.53,29.3,26.41,22.86,623.83,58.29,171.07,77.93,811.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.79,35.52,25.15,464.01,15.11,37.54,16.83,786.54
2022-01-04 14:23:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,14.41,27.25,42.48,614.76,92.8,159.18,34.41,346.52,32.03,35.25,22.77,522.76,106.38,136.28,14.3,224.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.72,70.26,42.91,296.19,92.21,186.69,39.78,76.37
2022-01-04 14:24:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,12.93,67.57,45.43,864.94,98.67,57.11,40.02,238.33,22.44,54.16,23.24,630.23,87.61,124.97,42.22,617.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.78,65.59,30.74,788.25,33.38,95.97,59.19,327.0
2022-01-04 14:25:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,16.51,74.33,49.88,498.22,81.01,160.22,69.69,110.08,35.52,34.26,25.8,394.64,77.37,115.74,28.02,805.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02,19.42,53.16,402.54,26.54,26.13,31.24,61.08
2022-01-04 14:26:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,31.81,44.13,38.02,641.47,91.18,77.52,68.43,530.22,26.81,74.27,46.41,1061.39,61.26,115.61,41.98,682.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.47,12.55,26.76,520.04,73.69,88.71,62.64,482.95
2022-01-04 14:27:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,17.99,40.4,53.22,440.23,50.24,176.14,16.25,572.53,26.39,55.67,45.7,1120.41,110.49,174.73,59.24,359.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47,11.06,10.97,374.38,29.49,64.93,38.17,238.29
2022-01-04 14:28:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,25.28,28.95,33.41,831.83,106.72,68.12,69.27,512.1,37.78,26.65,21.27,418.57,57.73,201.46,42.42,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.09,67.37,35.62,568.56,46.47,81.77,65.27,704.12
2022-01-04 14:29:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,30.45,62.17,27.16,306.24,96.57,195.77,48.12,700.32,27.49,28.48,44.81,582.26,108.19,115.72,61.69,167.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.44,47.33,14.33,279.21,37.82,57.58,41.95,152.1
2022-01-04 14:30:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,20.5,47.46,51.82,561.45,68.79,108.69,49.04,569.12,21.73,46.53,54.65,997.14,73.32,94.45,74.69,138.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.56,73.13,15.1,173.75,62.23,35.93,43.2,106.53
2022-01-04 14:31:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,22.78,60.18,22.29,734.89,99.19,106.64,40.34,281.83,32.2,28.92,25.49,455.4,120.43,138.36,34.83,879.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.22,29.72,55.1,781.74,23.15,151.73,61.5,167.66
2022-01-04 14:32:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,23.9,20.2,59.1,929.0,91.07,169.02,56.16,729.15,22.64,15.33,26.41,977.41,117.3,201.88,26.34,318.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.35,28.2,59.98,604.23,51.37,142.8,37.45,207.69
2022-01-04 14:33:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,14.16,37.23,48.31,640.11,53.29,188.38,59.29,434.1,19.46,33.79,23.14,669.67,83.03,198.86,15.84,672.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.66,31.45,60.81,396.0,49.61,79.92,49.96,487.04
2022-01-04 14:34:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,30.25,58.8,61.43,827.02,44.48,52.29,50.74,522.22,26.07,63.5,43.0,851.98,70.56,102.55,30.78,552.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.27,23.96,55.84,440.41,19.7,34.63,42.58,156.57
2022-01-04 14:35:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,27.53,62.34,60.83,589.79,104.49,68.44,24.7,685.63,30.79,49.82,42.05,914.84,59.79,218.46,14.46,735.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.92,57.99,41.57,494.31,34.74,87.01,43.72,692.4
2022-01-04 14:36:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,34.44,20.41,54.32,809.79,26.45,163.58,62.0,424.99,24.99,74.48,20.12,952.87,114.69,116.71,72.15,572.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83,53.29,43.81,619.62,22.92,115.69,42.63,330.95
2022-01-04 14:37:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,23.86,65.13,52.11,703.68,26.19,50.15,63.25,783.31,17.64,65.93,12.94,703.61,81.55,207.89,37.01,372.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.06,19.76,44.4,686.92,51.24,74.4,18.28,537.65
2022-01-04 14:38:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,13.83,60.94,59.75,875.07,71.29,60.05,11.26,589.59,21.26,61.99,20.11,690.42,98.91,160.88,68.08,338.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.78,44.03,43.3,406.65,26.5,31.7,62.06,506.47
2022-01-04 14:39:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,27.72,30.65,54.97,619.89,61.59,188.91,16.71,291.15,27.09,53.17,28.4,1014.32,84.63,102.93,57.21,305.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.91,34.21,44.29,378.81,68.72,131.19,59.07,137.84
2022-01-04 14:40:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,33.96,48.47,33.55,322.8,83.0,95.73,38.59,706.98,31.08,41.11,16.64,1050.85,101.62,176.24,53.22,633.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.57,72.23,12.7,189.44,89.22,30.0,14.47,345.25
2022-01-04 14:41:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,11.79,33.87,49.27,884.51,31.29,141.41,55.38,622.87,22.84,38.99,51.75,347.33,79.03,153.38,75.98,825.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77,66.43,32.76,798.57,23.29,95.54,28.28,222.4
2022-01-04 14:42:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,23.87,36.32,23.16,688.32,68.64,122.39,65.88,607.5,27.15,78.93,35.81,265.48,113.27,137.44,15.73,198.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,26.59,37.26,639.97,45.13,62.39,37.1,311.87
2022-01-04 14:43:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,18.6,67.13,32.54,413.07,97.35,74.34,44.86,154.5,33.63,33.54,15.89,347.45,110.42,184.17,46.55,195.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.23,62.79,12.16,299.85,70.53,167.57,49.69,711.65
2022-01-04 14:44:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,11.21,62.54,47.39,579.25,50.37,63.12,30.75,375.65,37.57,70.31,12.67,1004.87,106.37,187.35,32.96,803.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.78,49.88,50.93,822.03,15.65,189.08,64.5,279.24
2022-01-04 14:45:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,26.29,21.56,31.43,987.91,40.63,188.52,57.39,240.58,21.19,63.32,25.62,167.5,103.96,218.68,12.87,776.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.31,40.23,32.24,754.58,70.77,127.8,7.66,460.38
2022-01-04 14:46:00,20 A,A Besi,0,Kuzu BÃ¼yÃ¼tme,34.99,56.08,44.39,661.52,52.9,117.42,36.33,713.66,38.96,44.13,42.6,335.39,70.97,97.09,31.97,911.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.38,60.46,46.69,412.67,71.85,28.37,13.29,157.44
2022-01-04 14:47:00,20 A,A Besi,0,0,23.7,29.83,30.9,469.85,100.06,168.91,56.04,255.66,15.92,53.22,33.48,488.94,81.15,96.0,36.57,174.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 14:48:00,20 A,A Besi,0,0,32.65,44.59,34.68,937.28,35.79,169.87,56.11,541.23,18.4,19.52,19.14,788.8,65.69,179.73,15.42,839.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 14:49:00,20 A,A Besi,0,0,18.43,37.28,42.16,994.82,36.52,60.88,65.85,689.93,30.42,67.14,29.4,135.37,97.91,168.45,75.12,679.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 14:50:00,20 A,A Besi,0,0,29.79,58.15,36.09,448.37,41.12,182.26,27.48,437.16,36.75,69.47,39.22,640.09,64.4,209.22,31.51,462.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 14:51:00,20 A,A Besi,0,0,23.05,74.01,55.89,783.79,74.95,86.38,25.91,330.76,16.83,77.19,17.44,1117.86,69.54,130.38,12.58,175.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 14:52:00,20 A,A Besi,0,0,16.5,42.79,49.59,588.01,25.8,75.94,51.93,190.41,15.76,31.78,18.17,673.07,117.11,146.68,76.09,596.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 14:53:00,20 A,A Besi,0,0,21.39,45.65,37.99,862.38,48.27,166.8,27.06,261.96,29.64,18.71,15.14,269.82,108.28,113.7,71.2,424.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 14:54:00,20 A,A Besi,0,0,20.65,20.99,51.5,946.55,62.85,157.59,33.45,513.24,20.13,33.33,16.45,500.66,56.69,116.06,16.07,526.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 14:55:00,20 A,A Besi,0,0,30.43,49.92,46.12,359.6,62.8,163.52,11.74,647.93,35.73,67.32,27.87,712.84,100.9,194.37,43.28,558.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 14:56:00,20 A,A Besi,0,0,26.81,71.24,42.84,864.08,29.66,151.53,23.13,374.4,19.27,19.41,27.8,657.32,100.73,195.86,61.03,421.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 14:57:00,20 A,A Besi,0,0,14.07,39.35,37.23,317.19,28.06,69.28,20.89,641.42,23.32,71.41,46.0,271.24,91.16,152.38,20.67,477.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 14:58:00,20 A,A Besi,0,0,32.43,53.73,32.58,563.2,49.0,73.76,13.02,621.84,26.86,57.69,19.45,383.53,92.37,145.69,26.98,677.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 14:59:00,20 A,A Besi,0,0,16.01,36.78,38.65,605.49,59.8,81.49,61.76,239.67,32.88,69.34,15.07,373.74,106.29,203.94,76.3,332.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 15:00:00,20 A,A Besi,0,0,33.92,57.18,31.55,737.21,39.55,164.14,36.59,246.37,28.06,17.68,28.27,181.02,99.16,195.51,64.29,698.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 15:01:00,20 A,0,0,0,23.03,35.01,35.82,811.66,100.18,189.72,46.47,516.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 15:02:00,20 A,0,0,0,14.6,72.67,58.62,938.2,58.32,176.65,35.91,657.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 15:03:00,20 A,0,0,0,13.78,73.62,20.14,857.74,81.28,62.48,18.67,296.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 15:04:00,20 A,0,Trend 19,0,29.0,27.56,27.55,463.71,65.0,148.2,20.11,166.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.91,83.01,60.74,962.89,64.56,134.57,48.03,424.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 15:05:00,20 A,0,Trend 19,0,26.35,67.37,60.83,357.27,106.33,99.74,40.31,469.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.37,50.14,42.75,1030.38,94.86,131.01,39.15,328.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 15:06:00,20 A,0,Trend 19,0,16.49,56.44,60.94,555.43,53.53,176.24,35.56,416.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.58,81.81,51.85,573.17,101.53,154.18,30.57,531.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 15:07:00,20 A,0,Trend 19,0,18.45,40.79,49.82,690.72,29.79,71.48,15.79,636.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.17,47.44,60.71,611.92,90.64,129.44,42.57,715.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 15:08:00,20 A,0,Trend 19,0,29.92,52.46,42.93,894.78,33.67,196.5,24.98,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.68,51.4,42.56,1071.84,70.25,111.98,32.02,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 15:09:00,20 A,0,Trend 19,0,26.27,61.69,53.83,712.35,94.62,192.83,42.91,232.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,66.78,60.26,557.44,92.32,118.37,63.15,768.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
