,Ham madde tedarikçileri,Sipariş Miktarı,İrsaliye Miktarı,Fatura Miktarı,Ham madde ürün adı,Br. Fiyat,Alt Toplam,KDV,Genel Toplam,Sipariş Tarihi,İstenen Teslim Tarihi,Gerçekleşen Teslim Tarihi,En Son İrsaliye Tarihi,Sevk Performansı (Gün),Zamanında,Sipariş Açan
2022-04-28 21:00:00,Şamıtlı Hammadde Tic. A.Ş.,9.0,9,9,Vanilya aroması,380.0,3420.0,615.6,4035.6,2022-04-28 21:00:00,2022-05-01 21:00:00,2022-05-03 21:00:00,2022-05-03 21:00:00,0,0,Satınalma-Seyfettin
2022-04-28 22:00:00,Tahsinli Hammadde Tic. A.Ş.,164.0,164,164,ATK (%26-28),180,29520,5313.599999999999,34833.6,2022-04-28 22:00:00,2022-05-01 22:00:00,2022-05-03 22:00:00,2022-05-03 22:00:00,0,0,Satınalma-Seyfettin
2022-04-28 23:00:00,Şamıtlı Hammadde Tic. A.Ş.,114.0,114,114,Masarasyon suyu,860,98040,17647.2,115687.2,2022-04-28 23:00:00,2022-04-30 23:00:00,2022-04-30 23:00:00,2022-04-30 23:00:00,0,0,Satınalma-Seyfettin
2022-04-29 00:00:00,Nevşehir Hammadde Tic. A.Ş.,55.0,55,55,VPC,1450,79750,14355.0,94105.0,2022-04-29 00:00:00,2022-05-01 00:00:00,2022-05-02 00:00:00,2022-05-02 00:00:00,0,0,Satınalma-Tahir
2022-04-29 01:00:00,Asrın Hammadde Tic. A.Ş.,136.0,136,136,ATK (%26-28),180,24480,4406.4,28886.4,2022-04-29 01:00:00,2022-05-01 01:00:00,2022-05-02 01:00:00,2022-05-02 01:00:00,0,0,Satınalma-Tahir
2022-04-29 02:00:00,Ruşeym Hammadde Tic. A.Ş.,183.0,183,183,Ruminant besi vm,2800,512400,92232.0,604632.0,2022-04-29 02:00:00,2022-05-02 02:00:00,2022-05-06 02:00:00,2022-05-06 02:00:00,0,0,Satınalma-Tahir
2022-04-29 03:00:00,Salihli Hammadde Tic. A.Ş.,55.0,55,55,Mermer tozu,150,8250,1485.0,9735.0,2022-04-29 03:00:00,2022-05-01 03:00:00,2022-05-01 03:00:00,2022-05-01 03:00:00,0,0,Satınalma-Sıddık
2022-04-29 04:00:00,Iğdır Hammadde Tic. A.Ş.,118.0,118,118,Ruminant besi vm,2800,330400,59472.0,389872.0,2022-04-29 04:00:00,2022-05-02 04:00:00,2022-05-06 04:00:00,2022-05-06 04:00:00,0,0,Satınalma-Sıddık
2022-04-29 05:00:00,Ceyhan Hammadde Tic. A.Ş.,8.0,8,8,Sodyum bikarbonat,530.0,4240.0,763.1999999999999,5003.2,2022-04-29 05:00:00,2022-05-01 05:00:00,2022-05-01 05:00:00,2022-05-01 05:00:00,0,0,Satınalma-Kasım
2022-04-29 06:00:00,Ordulu Hammadde Tic. A.Ş.,43.0,43,43,ATK (%26-28),180,7740,1393.2,9133.2,2022-04-29 06:00:00,2022-05-02 06:00:00,2022-05-05 06:00:00,2022-05-05 06:00:00,0,0,Satınalma-Sıddık
2022-04-29 08:00:00,Mersinli Hammadde Tic. A.Ş.,15.0,15,15,Tuz,150.0,2250.0,405.0,2655.0,2022-04-29 08:00:00,2022-05-01 08:00:00,2022-05-04 08:00:00,2022-05-04 08:00:00,0,0,Satınalma-Seyfettin
2022-04-29 09:00:00,Salihli Hammadde Tic. A.Ş.,17.0,17,17,Organik selenyum,925.0,15725.0,2830.5,18555.5,2022-04-29 09:00:00,2022-05-01 09:00:00,2022-05-04 09:00:00,2022-05-04 09:00:00,0,0,Satınalma-Kasım
2022-04-29 10:00:00,Panama Hammadde Tic. A.Ş.,11.0,11,11,Tuz,150.0,1650.0,297.0,1947.0,2022-04-29 10:00:00,2022-05-01 10:00:00,2022-05-03 10:00:00,2022-05-03 10:00:00,0,0,Satınalma-Seyfettin
2022-04-29 11:00:00,Nevşehir Hammadde Tic. A.Ş.,13.0,13,13,Tuz,150.0,1950.0,351.0,2301.0,2022-04-29 11:00:00,2022-05-01 11:00:00,2022-05-04 11:00:00,2022-05-04 11:00:00,0,0,Satınalma-Tahir
2022-04-29 12:00:00,Güzel Hammadde Tic. A.Ş.,189.0,189,189,ATK (%30-32),160,30240,5443.2,35683.2,2022-04-29 12:00:00,2022-05-02 12:00:00,2022-05-06 12:00:00,2022-05-06 12:00:00,0,0,Satınalma -Süreyya
2022-04-29 13:00:00,Panama Hammadde Tic. A.Ş.,130.0,130,130,Melas,3800,494000,88920.0,582920.0,2022-04-29 13:00:00,2022-05-02 13:00:00,2022-05-03 13:00:00,2022-05-03 13:00:00,0,0,Satınalma-Kasım
2022-04-29 14:00:00,Buhara Hammadde Tic. A.Ş.,128.0,128,128,ATK (%30-32),160,20480,3686.3999999999996,24166.4,2022-04-29 14:00:00,2022-05-01 14:00:00,2022-05-03 14:00:00,2022-05-03 14:00:00,0,0,Satınalma-Tahir
2022-04-29 15:00:00,Formül Hammadde Tic. A.Ş.,70.0,70,70,Mısır,6000,420000,75600.0,495600.0,2022-04-29 15:00:00,2022-05-01 15:00:00,2022-05-05 15:00:00,2022-05-05 15:00:00,0,0,Satınalma-Sıddık
2022-04-29 16:00:00,Dünya Hammadde Tic. A.Ş.,61.0,61,61,Mermer tozu,150,9150,1647.0,10797.0,2022-04-29 16:00:00,2022-05-01 16:00:00,2022-05-02 16:00:00,2022-05-02 16:00:00,0,0,Satınalma-Seyfettin
2022-04-29 17:00:00,Tahsinli Hammadde Tic. A.Ş.,122.0,122,122,Kepek,3000,366000,65880.0,431880.0,2022-04-29 17:00:00,2022-05-01 17:00:00,2022-05-04 17:00:00,2022-05-04 17:00:00,0,0,Satınalma-Tahir
2022-04-29 18:00:00,Ordulu Hammadde Tic. A.Ş.,164.0,164,164,VPC,1450,237800,42804.0,280604.0,2022-04-29 18:00:00,2022-05-01 18:00:00,2022-05-03 18:00:00,2022-05-03 18:00:00,0,0,Satınalma-Sıddık
2022-04-29 19:00:00,Şamıtlı Hammadde Tic. A.Ş.,4.0,4,4,İthal kepek,270.0,1080.0,194.4,1274.4,2022-04-29 19:00:00,2022-05-02 19:00:00,2022-05-04 19:00:00,2022-05-04 19:00:00,0,0,Satınalma-Tahir
2022-04-29 20:00:00,Panama Hammadde Tic. A.Ş.,75.0,75,75,Ruminant besi vm,2800,210000,37800.0,247800.0,2022-04-29 20:00:00,2022-05-02 20:00:00,2022-05-05 20:00:00,2022-05-05 20:00:00,0,0,Satınalma -Süreyya
2022-04-29 21:00:00,Salihli Hammadde Tic. A.Ş.,9.0,9,9,Kekik aroması,920.0,8280.0,1490.3999999999999,9770.4,2022-04-29 21:00:00,2022-05-01 21:00:00,2022-05-05 21:00:00,2022-05-05 21:00:00,0,0,Satınalma -Süreyya
2022-04-29 22:00:00,LDK Hammadde Tic. A.Ş.,162.0,162,162,Mermer tozu,150,24300,4374.0,28674.0,2022-04-29 22:00:00,2022-05-01 22:00:00,2022-05-01 22:00:00,2022-05-01 22:00:00,0,0,Satınalma -Süreyya
2022-04-29 23:00:00,Tahsinli Hammadde Tic. A.Ş.,104.0,104,104,Melas,3800,395200,71136.0,466336.0,2022-04-29 23:00:00,2022-05-02 23:00:00,2022-05-03 23:00:00,2022-05-03 23:00:00,0,0,Satınalma-Tahir
2022-04-30 00:00:00,Edirne Hammadde Tic. A.Ş.,15.0,15,15,Sodyum bikarbonat,530.0,7950.0,1431.0,9381.0,2022-04-30 00:00:00,2022-05-03 00:00:00,2022-05-07 00:00:00,2022-05-07 00:00:00,0,0,Satınalma -Süreyya
2022-04-30 01:00:00,Özeniş Hammadde Tic. A.Ş.,115.0,115,115,VPC,1450,166750,30015.0,196765.0,2022-04-30 01:00:00,2022-05-02 01:00:00,2022-05-05 01:00:00,2022-05-05 01:00:00,0,0,Satınalma-Kasım
2022-04-30 03:00:00,Güzel Hammadde Tic. A.Ş.,38.0,38,38,Melas,3800,144400,25992.0,170392.0,2022-04-30 03:00:00,2022-05-03 03:00:00,2022-05-05 03:00:00,2022-05-05 03:00:00,0,0,Satınalma-Seyfettin
2022-04-30 04:00:00,LDK Hammadde Tic. A.Ş.,19.0,19,19,Sodyum bikarbonat,530.0,10070.0,1812.6,11882.6,2022-04-30 04:00:00,2022-05-03 04:00:00,2022-05-04 04:00:00,2022-05-04 04:00:00,0,0,Satınalma-Kasım
2022-04-30 05:00:00,Şamıtlı Hammadde Tic. A.Ş.,5.0,5,5,Vanilya aroması,380.0,1900.0,342.0,2242.0,2022-04-30 05:00:00,2022-05-03 05:00:00,2022-05-04 05:00:00,2022-05-04 05:00:00,0,0,Satınalma-Kasım
2022-04-30 06:00:00,Ordulu Hammadde Tic. A.Ş.,8.0,8,8,İthal kepek,270.0,2160.0,388.8,2548.8,2022-04-30 06:00:00,2022-05-02 06:00:00,2022-05-05 06:00:00,2022-05-05 06:00:00,0,0,Satınalma-Sıddık
2022-04-30 07:00:00,Özeniş Hammadde Tic. A.Ş.,167.0,167,167,Ruminant besi vm,2800,467600,84168.0,551768.0,2022-04-30 07:00:00,2022-05-02 07:00:00,2022-05-02 07:00:00,2022-05-02 07:00:00,0,0,Satınalma -Süreyya
2022-04-30 08:00:00,Güzel Hammadde Tic. A.Ş.,194.0,194,194,Buğday,9250,1794500,323010.0,2117510.0,2022-04-30 08:00:00,2022-05-03 08:00:00,2022-05-07 08:00:00,2022-05-07 08:00:00,0,0,Satınalma-Kasım
2022-04-30 09:00:00,Panama Hammadde Tic. A.Ş.,106.0,106,106,Masarasyon suyu,860,91160,16408.8,107568.8,2022-04-30 09:00:00,2022-05-02 09:00:00,2022-05-03 09:00:00,2022-05-03 09:00:00,0,0,Satınalma -Süreyya
2022-04-30 11:00:00,Karadere Hammadde Tic. A.Ş.,191.0,191,191,Buğday,9250,1766750,318015.0,2084765.0,2022-04-30 11:00:00,2022-05-03 11:00:00,2022-05-03 11:00:00,2022-05-03 11:00:00,0,0,Satınalma-Tahir
2022-04-30 12:00:00,Ceyhan Hammadde Tic. A.Ş.,62.0,62,62,VPC,1450,89900,16182.0,106082.0,2022-04-30 12:00:00,2022-05-02 12:00:00,2022-05-02 12:00:00,2022-05-02 12:00:00,0,0,Satınalma-Sıddık
2022-04-30 13:00:00,LDK Hammadde Tic. A.Ş.,5.0,5,5,İthal kepek,270.0,1350.0,243.0,1593.0,2022-04-30 13:00:00,2022-05-03 13:00:00,2022-05-04 13:00:00,2022-05-04 13:00:00,3,0,Satınalma-Kasım
2022-04-30 14:00:00,Ordulu Hammadde Tic. A.Ş.,8.0,8,8,Tuz,150.0,1200.0,216.0,1416.0,2022-04-30 14:00:00,2022-05-02 14:00:00,2022-05-03 14:00:00,2022-05-03 14:00:00,0,0,Satınalma-Sıddık
2022-04-30 15:00:00,Hasankaya Hammadde Tic. A.Ş.,111.0,111,111,Razmol,1100,122100,21978.0,144078.0,2022-04-30 15:00:00,2022-05-02 15:00:00,2022-05-02 15:00:00,2022-05-02 15:00:00,0,0,Satınalma -Süreyya
2022-04-30 16:00:00,Ordulu Hammadde Tic. A.Ş.,6.0,6,6,Kekik aroması,920.0,5520.0,993.5999999999999,6513.6,2022-04-30 16:00:00,2022-05-03 16:00:00,2022-05-03 16:00:00,2022-05-03 16:00:00,0,0,Satınalma-Seyfettin
2022-04-30 17:00:00,LDK Hammadde Tic. A.Ş.,167.0,167,167,Fındık küspesi,4300,718100,129258.0,847358.0,2022-04-30 17:00:00,2022-05-03 17:00:00,2022-05-05 17:00:00,2022-05-05 17:00:00,0,0,Satınalma-Tahir
2022-04-30 18:00:00,Dünya Hammadde Tic. A.Ş.,137.0,137,137,Kepek,3000,411000,73980.0,484980.0,2022-04-30 18:00:00,2022-05-02 18:00:00,2022-05-06 18:00:00,2022-05-06 18:00:00,1,0,Satınalma-Kasım
2022-04-30 19:00:00,Hasankaya Hammadde Tic. A.Ş.,146.0,146,146,Ruminant besi vm,2800,408800,73584.0,482384.0,2022-04-30 19:00:00,2022-05-03 19:00:00,2022-05-03 19:00:00,2022-05-03 19:00:00,0,0,Satınalma-Tahir
2022-04-30 20:00:00,Formül Hammadde Tic. A.Ş.,181.0,181,181,VPC,1450,262450,47241.0,309691.0,2022-04-30 20:00:00,2022-05-03 20:00:00,2022-05-05 20:00:00,2022-05-05 20:00:00,0,0,Satınalma-Seyfettin
2022-04-30 21:00:00,Güzel Hammadde Tic. A.Ş.,11.0,11,11,Vanilya aroması,380.0,4180.0,752.4,4932.4,2022-04-30 21:00:00,2022-05-02 21:00:00,2022-05-04 21:00:00,2022-05-04 21:00:00,0,0,Satınalma-Sıddık
2022-04-30 22:00:00,Edirne Hammadde Tic. A.Ş.,59.0,59,59,Masarasyon suyu,860,50740,9133.199999999999,59873.2,2022-04-30 22:00:00,2022-05-02 22:00:00,2022-05-04 22:00:00,2022-05-04 22:00:00,0,0,Satınalma-Tahir
2022-04-30 23:00:00,Şamıtlı Hammadde Tic. A.Ş.,82.0,82,82,ATK (%26-28),180,14760,2656.7999999999997,17416.8,2022-04-30 23:00:00,2022-05-03 23:00:00,2022-05-03 23:00:00,2022-05-03 23:00:00,0,0,Satınalma-Tahir
2022-05-01 00:00:00,Ordulu Hammadde Tic. A.Ş.,16.0,16,16,İthal kepek,270.0,4320.0,777.6,5097.6,2022-05-01 00:00:00,2022-05-03 00:00:00,2022-05-06 00:00:00,2022-05-06 00:00:00,0,1,Satınalma-Kasım
2022-05-01 01:00:00,Iğdır Hammadde Tic. A.Ş.,192.0,192,192,VPC,1450,278400,50112.0,328512.0,2022-05-01 01:00:00,2022-05-03 01:00:00,2022-05-07 01:00:00,2022-05-07 01:00:00,0,0,Satınalma-Sıddık
2022-05-01 02:00:00,Salihli Hammadde Tic. A.Ş.,185.0,185,185,Razmol,1100,203500,36630.0,240130.0,2022-05-01 02:00:00,2022-05-03 02:00:00,2022-05-03 02:00:00,2022-05-03 02:00:00,0,0,Satınalma-Kasım
2022-05-01 03:00:00,Buhara Hammadde Tic. A.Ş.,16.0,16,16,Sodyum bikarbonat,530.0,8480.0,1526.3999999999999,10006.4,2022-05-01 03:00:00,2022-05-03 03:00:00,2022-05-04 03:00:00,2022-05-04 03:00:00,0,0,Satınalma -Süreyya
2022-05-01 04:00:00,Asrın Hammadde Tic. A.Ş.,181.0,181,181,Mısır,6000,1086000,195480.0,1281480.0,2022-05-01 04:00:00,2022-05-03 04:00:00,2022-05-03 04:00:00,2022-05-03 04:00:00,0,0,Satınalma-Sıddık
2022-05-01 05:00:00,Edirne Hammadde Tic. A.Ş.,33.0,33,33,Buğday,9250,305250,54945.0,360195.0,2022-05-01 05:00:00,2022-05-03 05:00:00,2022-05-04 05:00:00,2022-05-04 05:00:00,0,0,Satınalma-Sıddık
2022-05-01 06:00:00,Mersinli Hammadde Tic. A.Ş.,179.0,179,179,Razmol,1100,196900,35442.0,232342.0,2022-05-01 06:00:00,2022-05-03 06:00:00,2022-05-05 06:00:00,2022-05-05 06:00:00,0,0,Satınalma-Tahir
2022-05-01 07:00:00,Edirne Hammadde Tic. A.Ş.,8.0,8,8,Kekik aroması,920.0,7360.0,1324.8,8684.8,2022-05-01 07:00:00,2022-05-04 07:00:00,2022-05-04 07:00:00,2022-05-04 07:00:00,0,0,Satınalma-Tahir
2022-05-01 08:00:00,Dünya Hammadde Tic. A.Ş.,73.0,73,73,VPC,1450,105850,19053.0,124903.0,2022-05-01 08:00:00,2022-05-03 08:00:00,2022-05-07 08:00:00,2022-05-07 08:00:00,0,0,Satınalma -Süreyya
2022-05-01 09:00:00,Güzel Hammadde Tic. A.Ş.,120.0,120,120,ATK (%30-32),160,19200,3456.0,22656.0,2022-05-01 09:00:00,2022-05-04 09:00:00,2022-05-07 09:00:00,2022-05-07 09:00:00,0,0,Satınalma -Süreyya
2022-05-01 10:00:00,Hasankaya Hammadde Tic. A.Ş.,155.0,155,155,Masarasyon suyu,860,133300,23994.0,157294.0,2022-05-01 10:00:00,2022-05-04 10:00:00,2022-05-06 10:00:00,2022-05-06 10:00:00,0,0,Satınalma -Süreyya
2022-05-01 11:00:00,Formül Hammadde Tic. A.Ş.,9.0,9,9,İthal kepek,270.0,2430.0,437.4,2867.4,2022-05-01 11:00:00,2022-05-03 11:00:00,2022-05-03 11:00:00,2022-05-03 11:00:00,0,0,Satınalma-Kasım
2022-05-01 12:00:00,Özeniş Hammadde Tic. A.Ş.,146.0,146,146,Melas,3800,554800,99864.0,654664.0,2022-05-01 12:00:00,2022-05-03 12:00:00,2022-05-06 12:00:00,2022-05-06 12:00:00,0,0,Satınalma-Kasım
2022-05-01 13:00:00,Salihli Hammadde Tic. A.Ş.,4.0,4,4,Sodyum bikarbonat,530.0,2120.0,381.59999999999997,2501.6,2022-05-01 13:00:00,2022-05-03 13:00:00,2022-05-06 13:00:00,2022-05-06 13:00:00,0,0,Satınalma-Tahir
2022-05-01 14:00:00,Edirne Hammadde Tic. A.Ş.,14.0,14,14,Amonyum klorür,890.0,12460.0,2242.7999999999997,14702.8,2022-05-01 14:00:00,2022-05-04 14:00:00,2022-05-08 14:00:00,2022-05-08 14:00:00,0,0,Satınalma-Sıddık
2022-05-01 15:00:00,Karadere Hammadde Tic. A.Ş.,107.0,107,107,Bisküvit,950,101650,18297.0,119947.0,2022-05-01 15:00:00,2022-05-03 15:00:00,2022-05-05 15:00:00,2022-05-05 15:00:00,0,0,Satınalma-Seyfettin
2022-05-01 16:00:00,Buhara Hammadde Tic. A.Ş.,166.0,166,166,Masarasyon suyu,860,142760,25696.8,168456.8,2022-05-01 16:00:00,2022-05-03 16:00:00,2022-05-04 16:00:00,2022-05-04 16:00:00,0,0,Satınalma-Seyfettin
2022-05-01 17:00:00,LDK Hammadde Tic. A.Ş.,161.0,161,161,Razmol,1100,177100,31878.0,208978.0,2022-05-01 17:00:00,2022-05-04 17:00:00,2022-05-05 17:00:00,2022-05-05 17:00:00,0,0,Satınalma-Seyfettin
2022-05-01 18:00:00,Edirne Hammadde Tic. A.Ş.,31.0,31,31,Kepek,3000,93000,16740.0,109740.0,2022-05-01 18:00:00,2022-05-04 18:00:00,2022-05-07 18:00:00,2022-05-07 18:00:00,0,0,Satınalma-Sıddık
2022-05-01 19:00:00,Tahsinli Hammadde Tic. A.Ş.,6.0,6,6,Natmin,250.0,1500.0,270.0,1770.0,2022-05-01 19:00:00,2022-05-04 19:00:00,2022-05-04 19:00:00,2022-05-04 19:00:00,0,0,Satınalma-Sıddık
2022-05-01 20:00:00,Formül Hammadde Tic. A.Ş.,42.0,42,42,Melas,3800,159600,28728.0,188328.0,2022-05-01 20:00:00,2022-05-04 20:00:00,2022-05-07 20:00:00,2022-05-07 20:00:00,1,0,Satınalma -Süreyya
2022-05-01 21:00:00,Şamıtlı Hammadde Tic. A.Ş.,105.0,105,105,Razmol,1100,115500,20790.0,136290.0,2022-05-01 21:00:00,2022-05-03 21:00:00,2022-05-03 21:00:00,2022-05-03 21:00:00,0,0,Satınalma-Tahir
2022-05-01 22:00:00,Mersinli Hammadde Tic. A.Ş.,68.0,68,68,Bisküvit,950,64600,11628.0,76228.0,2022-05-01 22:00:00,2022-05-03 22:00:00,2022-05-07 22:00:00,2022-05-07 22:00:00,0,0,Satınalma-Tahir
2022-05-01 23:00:00,Formül Hammadde Tic. A.Ş.,170.0,170,170,Bisküvit,950,161500,29070.0,190570.0,2022-05-01 23:00:00,2022-05-03 23:00:00,2022-05-06 23:00:00,2022-05-06 23:00:00,0,0,Satınalma-Sıddık
2022-05-02 00:00:00,LDK Hammadde Tic. A.Ş.,67.0,67,67,Masarasyon suyu,860,57620,10371.6,67991.6,2022-05-02 00:00:00,2022-05-04 00:00:00,2022-05-07 00:00:00,2022-05-07 00:00:00,0,0,Satınalma-Kasım
2022-05-02 01:00:00,Şamıtlı Hammadde Tic. A.Ş.,8.0,8,8,Amonyum klorür,890.0,7120.0,1281.6,8401.6,2022-05-02 01:00:00,2022-05-05 01:00:00,2022-05-05 01:00:00,2022-05-05 01:00:00,0,0,Satınalma-Seyfettin
2022-05-02 02:00:00,Güzel Hammadde Tic. A.Ş.,11.0,11,11,Vanilya aroması,380.0,4180.0,752.4,4932.4,2022-05-02 02:00:00,2022-05-04 02:00:00,2022-05-07 02:00:00,2022-05-07 02:00:00,0,1,Satınalma-Tahir
2022-05-02 03:00:00,Ruşeym Hammadde Tic. A.Ş.,28.0,28,28,VPC,1450,40600,7308.0,47908.0,2022-05-02 03:00:00,2022-05-04 03:00:00,2022-05-07 03:00:00,2022-05-07 03:00:00,0,0,Satınalma-Tahir
2022-05-02 04:00:00,Dünya Hammadde Tic. A.Ş.,161.0,161,161,Razmol,1100,177100,31878.0,208978.0,2022-05-02 04:00:00,2022-05-05 04:00:00,2022-05-06 04:00:00,2022-05-06 04:00:00,0,0,Satınalma-Tahir
2022-05-02 05:00:00,Dünya Hammadde Tic. A.Ş.,108.0,108,108,ATK (%30-32),160,17280,3110.4,20390.4,2022-05-02 05:00:00,2022-05-05 05:00:00,2022-05-08 05:00:00,2022-05-08 05:00:00,0,0,Satınalma -Süreyya
2022-05-02 06:00:00,Hasankaya Hammadde Tic. A.Ş.,96.0,96,96,Kepek,3000,288000,51840.0,339840.0,2022-05-02 06:00:00,2022-05-04 06:00:00,2022-05-07 06:00:00,2022-05-07 06:00:00,0,0,Satınalma -Süreyya
2022-05-02 07:00:00,Ordulu Hammadde Tic. A.Ş.,178.0,178,178,Arpa,7500,1335000,240300.0,1575300.0,2022-05-02 07:00:00,2022-05-04 07:00:00,2022-05-06 07:00:00,2022-05-06 07:00:00,0,0,Satınalma-Kasım
2022-05-02 08:00:00,Buhara Hammadde Tic. A.Ş.,22.0,22,22,ATK (%30-32),160,3520,633.6,4153.6,2022-05-02 08:00:00,2022-05-05 08:00:00,2022-05-09 08:00:00,2022-05-09 08:00:00,0,0,Satınalma-Seyfettin
2022-05-02 09:00:00,Mersinli Hammadde Tic. A.Ş.,26.0,26,26,VPC,1450,37700,6786.0,44486.0,2022-05-02 09:00:00,2022-05-05 09:00:00,2022-05-09 09:00:00,2022-05-09 09:00:00,0,0,Satınalma-Sıddık
2022-05-02 10:00:00,Özeniş Hammadde Tic. A.Ş.,7.0,7,7,Kekik aroması,920.0,6440.0,1159.2,7599.2,2022-05-02 10:00:00,2022-05-05 10:00:00,2022-05-09 10:00:00,2022-05-09 10:00:00,0,0,Satınalma-Tahir
2022-05-02 11:00:00,Formül Hammadde Tic. A.Ş.,153.0,153,153,VPC,1450,221850,39933.0,261783.0,2022-05-02 11:00:00,2022-05-04 11:00:00,2022-05-06 11:00:00,2022-05-06 11:00:00,0,0,Satınalma-Sıddık
2022-05-02 12:00:00,Ruşeym Hammadde Tic. A.Ş.,15.0,15,15,İthal kepek,270.0,4050.0,729.0,4779.0,2022-05-02 12:00:00,2022-05-04 12:00:00,2022-05-08 12:00:00,2022-05-08 12:00:00,0,0,Satınalma-Sıddık
2022-05-02 13:00:00,Salihli Hammadde Tic. A.Ş.,45.0,45,45,Buğday,9250,416250,74925.0,491175.0,2022-05-02 13:00:00,2022-05-05 13:00:00,2022-05-09 13:00:00,2022-05-09 13:00:00,0,0,Satınalma-Seyfettin
2022-05-02 14:00:00,Ceyhan Hammadde Tic. A.Ş.,178.0,178,178,Arpa,7500,1335000,240300.0,1575300.0,2022-05-02 14:00:00,2022-05-05 14:00:00,2022-05-09 14:00:00,2022-05-09 14:00:00,0,0,Satınalma-Seyfettin
2022-05-02 15:00:00,Özeniş Hammadde Tic. A.Ş.,88.0,88,88,Masarasyon suyu,860,75680,13622.4,89302.4,2022-05-02 15:00:00,2022-05-05 15:00:00,2022-05-06 15:00:00,2022-05-06 15:00:00,0,0,Satınalma-Seyfettin
2022-05-02 16:00:00,Edirne Hammadde Tic. A.Ş.,15.0,15,15,Sodyum bikarbonat,530.0,7950.0,1431.0,9381.0,2022-05-02 16:00:00,2022-05-05 16:00:00,2022-05-07 16:00:00,2022-05-07 16:00:00,0,0,Satınalma-Kasım
2022-05-02 17:00:00,Iğdır Hammadde Tic. A.Ş.,20.0,20,20,Fındık küspesi,4300,86000,15480.0,101480.0,2022-05-02 17:00:00,2022-05-04 17:00:00,2022-05-08 17:00:00,2022-05-08 17:00:00,0,0,Satınalma-Sıddık
2022-05-02 18:00:00,Edirne Hammadde Tic. A.Ş.,38.0,38,38,Masarasyon suyu,860,32680,5882.4,38562.4,2022-05-02 18:00:00,2022-05-05 18:00:00,2022-05-08 18:00:00,2022-05-08 18:00:00,0,0,Satınalma -Süreyya
2022-05-02 19:00:00,Buhara Hammadde Tic. A.Ş.,123.0,123,123,ATK (%26-28),180,22140,3985.2,26125.2,2022-05-02 19:00:00,2022-05-05 19:00:00,2022-05-07 19:00:00,2022-05-07 19:00:00,0,0,Satınalma-Sıddık
2022-05-02 20:00:00,Uğrakdere Hammadde Tic. A.Ş.,170.0,170,170,Bisküvit,950,161500,29070.0,190570.0,2022-05-02 20:00:00,2022-05-05 20:00:00,2022-05-06 20:00:00,2022-05-06 20:00:00,0,0,Satınalma-Seyfettin
2022-05-02 21:00:00,Mersinli Hammadde Tic. A.Ş.,92.0,92,92,ATK (%30-32),160,14720,2649.6,17369.6,2022-05-02 21:00:00,2022-05-05 21:00:00,2022-05-07 21:00:00,2022-05-07 21:00:00,0,0,Satınalma -Süreyya
2022-05-02 22:00:00,Tahsinli Hammadde Tic. A.Ş.,18.0,18,18,Organik selenyum,925.0,16650.0,2997.0,19647.0,2022-05-02 22:00:00,2022-05-05 22:00:00,2022-05-05 22:00:00,2022-05-05 22:00:00,0,0,Satınalma-Kasım
2022-05-02 23:00:00,Asrın Hammadde Tic. A.Ş.,188.0,188,188,Bisküvit,950,178600,32148.0,210748.0,2022-05-02 23:00:00,2022-05-05 23:00:00,2022-05-08 23:00:00,2022-05-08 23:00:00,0,0,Satınalma-Seyfettin
2022-05-03 00:00:00,Panama Hammadde Tic. A.Ş.,185.0,185,185,Arpa,7500,1387500,249750.0,1637250.0,2022-05-03 00:00:00,2022-05-05 00:00:00,2022-05-06 00:00:00,2022-05-06 00:00:00,0,0,Satınalma-Tahir
2022-05-03 01:00:00,Mersinli Hammadde Tic. A.Ş.,58.0,58,58,Masarasyon suyu,860,49880,8978.4,58858.4,2022-05-03 01:00:00,2022-05-06 01:00:00,2022-05-09 01:00:00,2022-05-09 01:00:00,0,0,Satınalma-Seyfettin
2022-05-03 02:00:00,Ruşeym Hammadde Tic. A.Ş.,17.0,17,17,Amonyum klorür,890.0,15130.0,2723.4,17853.4,2022-05-03 02:00:00,2022-05-06 02:00:00,2022-05-09 02:00:00,2022-05-09 02:00:00,0,0,Satınalma-Kasım
2022-05-03 03:00:00,Güzel Hammadde Tic. A.Ş.,146.0,146,146,Razmol,1100,160600,28908.0,189508.0,2022-05-03 03:00:00,2022-05-06 03:00:00,2022-05-10 03:00:00,2022-05-10 03:00:00,0,0,Satınalma-Tahir
2022-05-03 04:00:00,Hasankaya Hammadde Tic. A.Ş.,24.0,24,24,Fındık küspesi,4300,103200,18576.0,121776.0,2022-05-03 04:00:00,2022-05-06 04:00:00,2022-05-08 04:00:00,2022-05-08 04:00:00,0,0,Satınalma-Tahir
2022-05-03 05:00:00,Edirne Hammadde Tic. A.Ş.,85.0,85,85,Buğday,9250,786250,141525.0,927775.0,2022-05-03 05:00:00,2022-05-06 05:00:00,2022-05-09 05:00:00,2022-05-09 05:00:00,0,0,Satınalma-Kasım
2022-05-03 06:00:00,Asrın Hammadde Tic. A.Ş.,12.0,12,12,Tuz,150.0,1800.0,324.0,2124.0,2022-05-03 06:00:00,2022-05-06 06:00:00,2022-05-09 06:00:00,2022-05-09 06:00:00,0,0,Satınalma-Seyfettin
